INDEX_COLUMN_x,IDX,name_x,address_x,postcode_x,company_x,job_x,phone_number_x,email_x,user_name_x,ip_address_x,credit_card_number_x,date_x,total_int_x,total_float_x,total_int1_x,total_int2_x,total_int3_x,INDEX_COLUMN_y,name_y,address_y,postcode_y,company_y,job_y,phone_number_y,email_y,user_name_y,ip_address_y,credit_card_number_y,date_y,total_int_y,total_float_y,total_int1_y,total_int2_y,total_int3_y
852,39b5b71071a808e909964d13c09347c62e7b5562701a4fe05650e5e61651f2df,윤경수,전라남도 천안시 서북구 학동80길 (순자배동),25881,주식회사 조김박,숙박/여행/오락 및 스포츠 관련 관리자,031-517-1300,kseo@jeongbag.com,gimyunseo,172.17.38.237,4829874935883552,2017-04-24,62,7.9,654561,696,6084,852,윤경수,전라남도 천안시 서북구 학동80길 (순자배동),25881,주식회사 조김박,숙박/여행/오락 및 스포츠 관련 관리자,031-517-1300,kseo@jeongbag.com,gimyunseo,172.17.38.237,4829874935883552,2017-04-24,62,7.9,654561,696,6084
853,d60723a1be3dd3210a2cc7cf7e2f0c4ee17985231466c4f8a459bbe973c52e13,박지우,부산광역시 금천구 도산대로 (도현김진리),43675,이김,문화/예술/디자인 및 영상관련 관리자,041-543-6121,seungmin52@baei.kr,yeonggil33,10.222.237.115,676162157496,1996-06-25,26,7.2792862596,324127,99,2224,853,박지우,부산광역시 금천구 도산대로 (도현김진리),43675,이김,문화/예술/디자인 및 영상관련 관리자,041-543-6121,seungmin52@baei.kr,yeonggil33,10.222.237.115,676162157496,1996-06-25,26,7.2792862596,324127,99,2224
854,1f54eeb514f957fa4849e09b8c9b29cbdc3d7cf00f19e2644fdf1ac4357cd815,홍건우,대구광역시 구로구 강남대로,115,박김김,사회과학 연구원,010-5658-3371,geonugim@jusighoesa.com,eunyeong42,172.28.130.29,36557139340795,2020-11-15,31,1.538355569414,564054,545,9139,854,홍건우,대구광역시 구로구 강남대로,115,박김김,사회과학 연구원,010-5658-3371,geonugim@jusighoesa.com,eunyeong42,172.28.130.29,36557139340795,2020-11-15,31,1.538355569414,564054,545,9139
855,4c0a2156c015772b3ed41f74cdf5df012b1a3b94b108dbcacd4e285fe84c8207,김아름,세종특별자치시 구로구 백제고분642길,76248,유한회사 윤,물리 및 작업 치료사,017-739-8215,qi@iim.net,minjae87,192.168.193.54,676379385633,1970-09-01,25,2.299529084625,193200,463,9917,855,김아름,세종특별자치시 구로구 백제고분642길,76248,유한회사 윤,물리 및 작업 치료사,017-739-8215,qi@iim.net,minjae87,192.168.193.54,676379385633,1970-09-01,25,2.299529084625,193200,463,9917
856,f6311d77aef5fc8b49a476f62e972df4d391b3b0c9d03652d1ce9d3d5f4289d2,권영길,강원도 양양군 백제고분05로,34910,(유) 강양김,영관급 이상,011-908-9003,bagmiyeong@jeoni.org,misug40,192.168.173.56,6011659944556643,1982-09-18,68,3.9,515665,844,2272,856,권영길,강원도 양양군 백제고분05로,34910,(유) 강양김,영관급 이상,011-908-9003,bagmiyeong@jeoni.org,misug40,192.168.173.56,6011659944556643,1982-09-18,68,3.9,515665,844,2272
857,88f58a60d4a9cc9e90e879d86fc30439be7c56fa49d4ec66608aeb8a8d38b00c,김민준,충청북도 고양시 일산서구 논현5길,79520,주식회사 이,식품/섬유 공학 및 에너지 시험원,044-585-0094,zo@baghanhwang.kr,jaehyeon31,192.168.201.66,180027011746059,1999-08-31,60,5.51538443261,138223,426,2367,857,김민준,충청북도 고양시 일산서구 논현5길,79520,주식회사 이,식품/섬유 공학 및 에너지 시험원,044-585-0094,zo@baghanhwang.kr,jaehyeon31,192.168.201.66,180027011746059,1999-08-31,60,5.51538443261,138223,426,2367
858,3d70b78a09d37411d2ce7b6086b5553becef80f1e9a66006ddd0a8d1b602bca5,김현주,대구광역시 도봉구 서초대298로 (윤서김동),684,강송,수의사,041-584-0034,rcoe@jusighoesa.org,jungsu34,10.32.167.140,4822308034371679,2006-03-31,20,6.24,539609,624,7868,858,김현주,대구광역시 도봉구 서초대298로 (윤서김동),684,강송,수의사,041-584-0034,rcoe@jusighoesa.org,jungsu34,10.32.167.140,4822308034371679,2006-03-31,20,6.24,539609,624,7868
859,a4a8e811f701a1912491d5b5f53e2a01e1c8665543d7b2a04a8b2fb8d88ba8a4,김서영,울산광역시 금천구 삼성가,55994,유한회사 최김김,조적공 및 석재 부설원,053-951-7415,kbag@gmail.com,ogjagweon,172.31.139.152,2253559241957187,1970-10-08,61,1.4,160060,21,2864,859,김서영,울산광역시 금천구 삼성가,55994,유한회사 최김김,조적공 및 석재 부설원,053-951-7415,kbag@gmail.com,ogjagweon,172.31.139.152,2253559241957187,1970-10-08,61,1.4,160060,21,2864
860,371532b06a770ec64fc5c3d7016202586d5c1598ee3dd2ea5e979e1c15b2a161,최지민,충청남도 춘천시 도산대70거리,82976,(유) 안이강,금속가공관련 제어장치 조작원,051-720-5735,bagjia@nate.com,jeongsun72,172.25.68.249,6011777639499984,2015-05-14,62,6.623295221695,592185,442,7406,860,최지민,충청남도 춘천시 도산대70거리,82976,(유) 안이강,금속가공관련 제어장치 조작원,051-720-5735,bagjia@nate.com,jeongsun72,172.25.68.249,6011777639499984,2015-05-14,62,6.623295221695,592185,442,7406
861,c808a61b291bc5fb9e9d78094e2bdfa292fd0c92bdd4fd4d8aa4ea28553e1acf,이광수,경기도 용인시 기흥구 석촌호수가 (종수이읍),20993,엄박양,의지보조기기사,044-923-1560,hanjihun@live.com,seonghun80,10.167.118.176,501828167830,1999-10-22,13,6.6677658271996,255375,465,7559,861,이광수,경기도 용인시 기흥구 석촌호수가 (종수이읍),20993,엄박양,의지보조기기사,044-923-1560,hanjihun@live.com,seonghun80,10.167.118.176,501828167830,1999-10-22,13,6.6677658271996,255375,465,7559
862,09e3601d1f616ad04fafb2475e7e1503f059aeed59b246b85f297fb8b11f1e5a,이미숙,세종특별자치시 금천구 석촌호수로,43878,주식회사 최,제분 및 도정 관련 기계 조작원,019-814-6631,hyeonsug20@hanmail.net,mcoe,172.24.17.81,4355583720042090,1984-03-03,48,8.849017775,453949,650,9526,862,이미숙,세종특별자치시 금천구 석촌호수로,43878,주식회사 최,제분 및 도정 관련 기계 조작원,019-814-6631,hyeonsug20@hanmail.net,mcoe,172.24.17.81,4355583720042090,1984-03-03,48,8.849017775,453949,650,9526
863,d5e990517f10aee758a673fa99fe83319049399bb1cee3f4e6347c846382c7ab,김영미,대전광역시 노원구 선릉로 (경숙김면),63197,박손이,시민 단체 활동가,019-733-7177,janggwangsu@nate.com,subin00,192.168.211.150,3511974043233172,1985-11-23,25,6.9581,785671,640,3935,863,김영미,대전광역시 노원구 선릉로 (경숙김면),63197,박손이,시민 단체 활동가,019-733-7177,janggwangsu@nate.com,subin00,192.168.211.150,3511974043233172,1985-11-23,25,6.9581,785671,640,3935
864,78bff859a1ce64b18224c986547498715186fbe9e7b2f008163f46fe8f23a2e9,임지민,대전광역시 중구 개포717로,52218,유한회사 이우윤,세무사,010-2949-3738,bbag@daum.net,hanhyejin,10.218.59.189,6011383038813824,1994-01-08,31,6.7399751,205194,684,5124,864,임지민,대전광역시 중구 개포717로,52218,유한회사 이우윤,세무사,010-2949-3738,bbag@daum.net,hanhyejin,10.218.59.189,6011383038813824,1994-01-08,31,6.7399751,205194,684,5124
865,96cb24f13113908b94c7d1e4f70fbababba2cab3d2bd31f27d35a3cb4d0e73af,김민준,광주광역시 중랑구 서초중앙0가 (영진김김면),40348,문이김,도금 및 금속분무기 조작원,033-897-8240,gimjia@hanmail.net,yeonghyi46,10.1.187.10,3583278710518078,2011-03-24,83,5.557933208,189500,275,7808,865,김민준,광주광역시 중랑구 서초중앙0가 (영진김김면),40348,문이김,도금 및 금속분무기 조작원,033-897-8240,gimjia@hanmail.net,yeonghyi46,10.1.187.10,3583278710518078,2011-03-24,83,5.557933208,189500,275,7808
866,58b4f514f075e5c37315750cf1b8ccbe847130b3c615459ecda9a354d0f4f9a2,윤은주,전라남도 연천군 석촌호수7로 (순옥박면),66009,고이주,경호원,031-115-2822,hyeonsugi@hotmail.com,di,192.168.206.144,4972753666664032,1996-01-24,9,4.630926,704007,560,6898,866,윤은주,전라남도 연천군 석촌호수7로 (순옥박면),66009,고이주,경호원,031-115-2822,hyeonsugi@hotmail.com,di,192.168.206.144,4972753666664032,1996-01-24,9,4.630926,704007,560,6898
867,f1ca3cbfc5778cfcc9bc0c3253d29eda38c1f7027bead00e674ddecfe53235a8,김미경,경상북도 진천군 석촌호수가,25265,배이,직조기 및 편직기 조작원,032-810-0871,sgweon@hanmail.net,gimgyeongja,172.30.199.14,3595773344594467,1976-12-11,34,7.86,928118,422,6541,867,김미경,경상북도 진천군 석촌호수가,25265,배이,직조기 및 편직기 조작원,032-810-0871,sgweon@hanmail.net,gimgyeongja,172.30.199.14,3595773344594467,1976-12-11,34,7.86,928118,422,6541
868,1ca54a8cea5c8ad05e377aaa3ea0c17e5470ada6b0255bbb9cace526db7e092b,김예진,부산광역시 강동구 봉은사306로,60231,진홍양,육류/어패류 및 낙농품 가공 기계조작원,054-138-7838,yeongjincoe@hotmail.com,jeonghun38,192.168.12.139,2299529438307831,2014-01-02,8,8.278,369672,376,4207,868,김예진,부산광역시 강동구 봉은사306로,60231,진홍양,육류/어패류 및 낙농품 가공 기계조작원,054-138-7838,yeongjincoe@hotmail.com,jeonghun38,192.168.12.139,2299529438307831,2014-01-02,8,8.278,369672,376,4207
869,33f851ac11253bf0ce4904c85aefddf732814d3dce2e90033fb6f48ce9f839d3,류지우,서울특별시 구로구 영동대351가 (예원박읍),11120,이박장,미장공,017-097-3851,seonghun70@gimgimi.org,mijeong60,10.173.60.184,3588410191560460,1972-07-05,62,3.81,381200,831,3199,869,류지우,서울특별시 구로구 영동대351가 (예원박읍),11120,이박장,미장공,017-097-3851,seonghun70@gimgimi.org,mijeong60,10.173.60.184,3588410191560460,1972-07-05,62,3.81,381200,831,3199
870,2f1882c397f7a26597c954cd8755eca2dd3378a4338d81c28c2a719158ccec64,김은정,대전광역시 성동구 역삼67가,99361,(유) 오문이,건설 배관공,070-5352-0326,tna@hotmail.com,jungsubae,10.98.191.67,4200114493606,2000-11-22,61,4.4371159296,921551,330,4086,870,김은정,대전광역시 성동구 역삼67가,99361,(유) 오문이,건설 배관공,070-5352-0326,tna@hotmail.com,jungsubae,10.98.191.67,4200114493606,2000-11-22,61,4.4371159296,921551,330,4086
871,60114e085766159433d94cc1746e63412979b1a044ac861231b0f867af7e4b6b,오영일,강원도 양주시 가락길,51010,(유) 오,기타 종교관련 종사자,02-0515-3038,dohyeon07@yuncoe.com,haeunmun,192.168.67.190,377508885659125,1981-10-14,74,1.4511313220798,761803,221,2341,871,오영일,강원도 양주시 가락길,51010,(유) 오,기타 종교관련 종사자,02-0515-3038,dohyeon07@yuncoe.com,haeunmun,192.168.67.190,377508885659125,1981-10-14,74,1.4511313220798,761803,221,2341
872,a4bf35d46708aba31636abdf005010e5c99369ac58e1e8ea2437add3bb57b9df,하명자,경상북도 성남시 분당구 양재천80로 (은지김리),64134,(주) 이김남,시각 디자이너,018-532-9249,zgim@naver.com,gimminseog,172.17.87.115,2412426718438455,2008-10-10,32,6.218968,359895,743,2921,872,하명자,경상북도 성남시 분당구 양재천80로 (은지김리),64134,(주) 이김남,시각 디자이너,018-532-9249,zgim@naver.com,gimminseog,172.17.87.115,2412426718438455,2008-10-10,32,6.218968,359895,743,2921
873,59ed96684368aa914116e2a417a93d44939d45f784385278a5f20300cde9eb91,심명숙,대구광역시 도봉구 석촌호수26길,39746,오이이,바텐더,070-4805-6784,bagmisug@daum.net,nbag,192.168.182.245,4939455858147655985,2010-01-04,70,1.673136,528531,865,4401,873,심명숙,대구광역시 도봉구 석촌호수26길,39746,오이이,바텐더,070-4805-6784,bagmisug@daum.net,nbag,192.168.182.245,4939455858147655985,2010-01-04,70,1.673136,528531,865,4401
874,8d4376db84d0abe073a9d15a012e563625963d61181b701457ed0d4341480aed,박성수,대전광역시 송파구 강남대가 (지훈최읍),40527,유한회사 김박이,석유 및 천연가스제조 관련 제어장치 조작원,042-213-3816,gimjeongsig@jusighoesa.com,ogim,172.16.156.232,213177151571063,1983-06-05,36,4.17019295680302,462047,70,4783,874,박성수,대전광역시 송파구 강남대가 (지훈최읍),40527,유한회사 김박이,석유 및 천연가스제조 관련 제어장치 조작원,042-213-3816,gimjeongsig@jusighoesa.com,ogim,172.16.156.232,213177151571063,1983-06-05,36,4.17019295680302,462047,70,4783
875,d8a0967ee0c8a6ae4563d994ccd5ddc80f87ca964fd313b57046923039bcdba9,성지우,광주광역시 송파구 가락로,51165,최이,일반 의사,070-0758-7654,ugweon@yuhanhoesa.org,eomjinho,192.168.127.233,4279620315520180,1979-03-09,7,4.631,828276,156,5873,875,성지우,광주광역시 송파구 가락로,51165,최이,일반 의사,070-0758-7654,ugweon@yuhanhoesa.org,eomjinho,192.168.127.233,4279620315520180,1979-03-09,7,4.631,828276,156,5873
876,5fe9ba78382446ef7341b45fcd15691e6c0286641b80d78cee0c7e3b6d8bad47,노채원,세종특별자치시 영등포구 영동대가 (서준김최읍),44518,주식회사 김김김,식품공학 기술자 및 연구원,044-229-6409,juweon22@ju.kr,sanghun41,10.6.89.237,4078612548725549,1976-01-13,46,8.88,550966,741,6351,876,노채원,세종특별자치시 영등포구 영동대가 (서준김최읍),44518,주식회사 김김김,식품공학 기술자 및 연구원,044-229-6409,juweon22@ju.kr,sanghun41,10.6.89.237,4078612548725549,1976-01-13,46,8.88,550966,741,6351
877,66788234160fb99e40c33cb8117260f6eaa86988ffdac2ae00d799ecef499778,최명자,세종특별자치시 중구 서초대로,65272,(유) 황장진,기타 운송장비 정비원,010-9497-9330,seoyeongmi@iihan.kr,baegseoyeong,192.168.189.195,4652013517119,2014-08-15,23,2.364,451340,780,540,877,최명자,세종특별자치시 중구 서초대로,65272,(유) 황장진,기타 운송장비 정비원,010-9497-9330,seoyeongmi@iihan.kr,baegseoyeong,192.168.189.195,4652013517119,2014-08-15,23,2.364,451340,780,540
878,83318520e653c3f4c88971ca37c94b374fc27d6eba14aa7ae90665781583c0c9,강명숙,서울특별시 영등포구 학동677로 (경숙고리),46601,최이이,화물차 및 특수차 운전원,010-1645-6944,eungyeong17@yu.net,baegyeongceol,10.5.35.245,503823148898,1997-11-30,97,1.83015853343,438716,791,3543,878,강명숙,서울특별시 영등포구 학동677로 (경숙고리),46601,최이이,화물차 및 특수차 운전원,010-1645-6944,eungyeong17@yu.net,baegyeongceol,10.5.35.245,503823148898,1997-11-30,97,1.83015853343,438716,791,3543
879,235cb885b285048606781b4b213984c2e523b328173dba779714af432ca7d773,정영진,광주광역시 강서구 선릉가,38492,유한회사 민,노점 및 이동 판매원,018-412-8636,iboram@gimbag.com,jeongsun99,10.98.88.212,503836615321,2009-12-24,46,8.21121229,677942,676,9677,879,정영진,광주광역시 강서구 선릉가,38492,유한회사 민,노점 및 이동 판매원,018-412-8636,iboram@gimbag.com,jeongsun99,10.98.88.212,503836615321,2009-12-24,46,8.21121229,677942,676,9677
880,7b2bf65c1c9dfbfb1f21ef93ffdd2d45b84a09d99d1bd612aba6384e77c3d947,송정희,전라북도 양평군 잠실05로,19308,(유) 황,웹 및 멀티미디어 디자이너,033-750-4850,fcoe@yuhanhoesa.net,yujingweon,192.168.104.39,3548964307326587,1986-03-10,21,6.61788091,34409,54,3041,880,송정희,전라북도 양평군 잠실05로,19308,(유) 황,웹 및 멀티미디어 디자이너,033-750-4850,fcoe@yuhanhoesa.net,yujingweon,192.168.104.39,3548964307326587,1986-03-10,21,6.61788091,34409,54,3041
881,94bb1393f282773e43edc94cd61208099f5b82c38f06510469a103395f8817d4,성유진,대구광역시 서구 압구정9거리,39392,구최,환경/청소 및 경비 관련 관리자,070-4982-0178,gweoneunseo@yu.org,bagjiweon,172.18.59.68,4523935362206473,1983-01-01,60,8.601,723898,693,6856,881,성유진,대구광역시 서구 압구정9거리,39392,구최,환경/청소 및 경비 관련 관리자,070-4982-0178,gweoneunseo@yu.org,bagjiweon,172.18.59.68,4523935362206473,1983-01-01,60,8.601,723898,693,6856
882,dce930593dfb712e9a79153aff7022c5881977a075173bf755d72c6e69b96b8d,이민재,제주특별자치도 삼척시 봉은사로 (서현이마을),71049,(유) 박,조경원,019-197-4656,sgim@daum.net,haeunbag,192.168.14.18,341750994188223,1972-12-24,1,7.38599,367454,577,7142,882,이민재,제주특별자치도 삼척시 봉은사로 (서현이마을),71049,(유) 박,조경원,019-197-4656,sgim@daum.net,haeunbag,192.168.14.18,341750994188223,1972-12-24,1,7.38599,367454,577,7142
883,dc1e27d4b2acb86e4342175e4c7f3f9e4e238d8b8311cf33b7e4629aa8924b94,박옥자,경기도 증평군 테헤란93가,71551,곽오,양장 및 양복 제조원,051-459-2236,jeongja17@jusighoesa.com,eunjeong45,172.18.249.248,36021127738031,2019-05-15,41,1.70530094,567398,446,9306,883,박옥자,경기도 증평군 테헤란93가,71551,곽오,양장 및 양복 제조원,051-459-2236,jeongja17@jusighoesa.com,eunjeong45,172.18.249.248,36021127738031,2019-05-15,41,1.70530094,567398,446,9306
884,2dda93562dd4f3f7d4aa3a0f3db34adb3e163ff680e7c5993ad17514f36dd4c7,서정호,세종특별자치시 성북구 양재천54로,27246,곽진,무역 사무원,064-757-5584,sunogan@jusighoesa.kr,hayun08,10.131.222.27,4678434077769507412,2015-09-09,35,5.510172002933,362665,243,9456,884,서정호,세종특별자치시 성북구 양재천54로,27246,곽진,무역 사무원,064-757-5584,sunogan@jusighoesa.kr,hayun08,10.131.222.27,4678434077769507412,2015-09-09,35,5.510172002933,362665,243,9456
885,eb7a69d5d5e4be058046c8bef05d5a77d393356dec2e27fc7e6323888ea2a5d9,김영순,전라남도 춘천시 서초중앙로 (성호안홍읍),20050,윤고,광석 및 석제품 가공기 조작원,044-603-7781,coeeunju@hotmail.com,gwangsu13,192.168.201.117,3525079874357928,1980-06-09,49,3.8465963753907,868284,953,9238,885,김영순,전라남도 춘천시 서초중앙로 (성호안홍읍),20050,윤고,광석 및 석제품 가공기 조작원,044-603-7781,coeeunju@hotmail.com,gwangsu13,192.168.201.117,3525079874357928,1980-06-09,49,3.8465963753907,868284,953,9238
886,660b16baf2e6e949cf4c2426597d1453697aa0d7f524e80e554cd356c044901c,박재현,충청북도 연천군 잠실75길 (준호김읍),55613,이이,가스/에너지 기술자 및 연구원,041-969-4464,qseo@gimgo.com,tyun,10.36.166.93,676386814542,2007-04-17,20,4.23748577103,523179,242,6604,886,박재현,충청북도 연천군 잠실75길 (준호김읍),55613,이이,가스/에너지 기술자 및 연구원,041-969-4464,qseo@gimgo.com,tyun,10.36.166.93,676386814542,2007-04-17,20,4.23748577103,523179,242,6604
887,dc9a632900223b42f96d1ab0373adcbcc269fc128119f7f7ee66b326c4644845,정영환,강원도 화성시 압구정거리,87790,(유) 장,손해사정인,02-5044-2852,jihun78@bagii.kr,iyeongsig,172.29.117.46,5466831508109588,1986-06-30,66,8.9294,845439,315,8260,887,정영환,강원도 화성시 압구정거리,87790,(유) 장,손해사정인,02-5044-2852,jihun78@bagii.kr,iyeongsig,172.29.117.46,5466831508109588,1986-06-30,66,8.9294,845439,315,8260
888,55ab15f68e5fec2f15debbbda30d0ba0e5af8387a866359a8bb7a401e7b1f589,조지원,대구광역시 남구 서초대로,95246,(주) 박김조,금속가공 기계조작원,017-566-5144,munhyeonsug@jusighoesa.com,mijeongbag,192.168.127.48,6011941358370087,1977-01-04,13,8.6856056158044,764704,414,6359,888,조지원,대구광역시 남구 서초대로,95246,(주) 박김조,금속가공 기계조작원,017-566-5144,munhyeonsug@jusighoesa.com,mijeongbag,192.168.127.48,6011941358370087,1977-01-04,13,8.6856056158044,764704,414,6359
889,de40dd5e24d39a5ce83989dc7363cd91164640a0fd2b8179b5cc789098f3d4ca,오정남,제주특별자치도 영월군 역삼406로 (지혜전강마을),38145,주식회사 박배이,판금원,051-221-9091,yeongceoli@naver.com,egim,172.23.128.44,3514009965510260,1983-06-09,48,8.7198,566372,410,8518,889,오정남,제주특별자치도 영월군 역삼406로 (지혜전강마을),38145,주식회사 박배이,판금원,051-221-9091,yeongceoli@naver.com,egim,172.23.128.44,3514009965510260,1983-06-09,48,8.7198,566372,410,8518
890,4f0794779cce1362ef83c2d789bb8e069039a770b28962f0929971d470c1ca70,박성호,세종특별자치시 영등포구 서초중앙길 (진호장읍),1457,(유) 송이김,종이제품 생산기 조작원,064-742-6089,subin45@daum.net,gimjeongja,172.17.173.87,3502420662809778,2007-12-29,92,4.7843447,914343,779,2125,890,박성호,세종특별자치시 영등포구 서초중앙길 (진호장읍),1457,(유) 송이김,종이제품 생산기 조작원,064-742-6089,subin45@daum.net,gimjeongja,172.17.173.87,3502420662809778,2007-12-29,92,4.7843447,914343,779,2125
891,26ea431278160ec90e72339b5eed45152c0376a7391cf6211a91a190daadf67b,오정순,경상남도 고양시 덕양구 학동282가 (춘자김박읍),24663,(주) 김,초등학교 교사,070-7772-1335,ijiyeong@daum.net,gimyeonghyi,172.30.51.184,4824767515603,2004-01-08,82,5.93092,17373,378,2447,891,오정순,경상남도 고양시 덕양구 학동282가 (춘자김박읍),24663,(주) 김,초등학교 교사,070-7772-1335,ijiyeong@daum.net,gimyeonghyi,172.30.51.184,4824767515603,2004-01-08,82,5.93092,17373,378,2447
892,e9371dcbd23650c3eab42681f99bbe49bc22c31a551b66da93d29edb2e21f588,이정식,세종특별자치시 성동구 서초대거리,36362,주식회사 김김박,해외 영업원,032-710-7660,hayun75@daum.net,myeongsugo,172.23.233.205,213186679845891,1977-05-16,53,4.498,935289,374,9930,892,이정식,세종특별자치시 성동구 서초대거리,36362,주식회사 김김박,해외 영업원,032-710-7660,hayun75@daum.net,myeongsugo,172.23.233.205,213186679845891,1977-05-16,53,4.498,935289,374,9930
893,dbc9eefd40d9f8d7afd491d1eaa1561828b31de003207cc5f8a4c952ebd92432,최영자,인천광역시 강서구 백제고분162길 (동현이윤리),26367,유한회사 이남박,목제품 제조관련 종사원,055-699-3476,eunseo97@ii.com,munyeongil,172.19.36.24,675901883883,2008-04-04,8,3.97686658654312,19658,74,5828,893,최영자,인천광역시 강서구 백제고분162길 (동현이윤리),26367,유한회사 이남박,목제품 제조관련 종사원,055-699-3476,eunseo97@ii.com,munyeongil,172.19.36.24,675901883883,2008-04-04,8,3.97686658654312,19658,74,5828
894,da6c6fffdafdfd4bab94d98ff1cb6e862861ad2fca3b668eb942c5c246971d4e,권준서,경상북도 홍천군 봉은사70거리 (지현이문읍),60762,이김,감독 및 기술감독,062-985-8347,bagdoyun@hanmail.net,yeongjasim,172.25.114.238,3565999127161689,1989-01-12,86,7.29555455,616409,469,4778,894,권준서,경상북도 홍천군 봉은사70거리 (지현이문읍),60762,이김,감독 및 기술감독,062-985-8347,bagdoyun@hanmail.net,yeongjasim,172.25.114.238,3565999127161689,1989-01-12,86,7.29555455,616409,469,4778
895,c6eb7d445c6a2c04588a0c8df7fb2bc5f9c3da3387058d26cbbfaecee8405c03,이지민,경상남도 오산시 가락가 (성현김면),9130,남차한,영양사,062-983-8901,mgim@iyun.kr,jeongsun74,192.168.184.63,561447309254,1976-12-20,16,2.5941689273465,121500,376,3477,895,이지민,경상남도 오산시 가락가 (성현김면),9130,남차한,영양사,062-983-8901,mgim@iyun.kr,jeongsun74,192.168.184.63,561447309254,1976-12-20,16,2.5941689273465,121500,376,3477
896,753a6bc0b12d80d1277bda00c06f98c3a306606acc64c8a9bee4b9e42e7a27ae,김주원,광주광역시 관악구 서초대76길 (춘자김김읍),35081,이이,기타 의복 제조원,043-793-3259,coegyeongsu@ibagi.com,ijeongsig,192.168.125.240,3587385931090773,1990-10-11,43,5.5845462145644,452542,223,9454,896,김주원,광주광역시 관악구 서초대76길 (춘자김김읍),35081,이이,기타 의복 제조원,043-793-3259,coegyeongsu@ibagi.com,ijeongsig,192.168.125.240,3587385931090773,1990-10-11,43,5.5845462145644,452542,223,9454
897,e6e7b64fead0dd9a88d009b31679e4eac56aad87447b7f65e6ee87914a071d48,오지훈,인천광역시 송파구 양재천8거리 (옥자김동),14163,김강한,통신 및 방송송출 장비 기사,043-973-9500,ogim@live.com,eunjeongi,192.168.125.193,3527064537868345,1974-12-31,32,6.46,819388,211,9907,897,오지훈,인천광역시 송파구 양재천8거리 (옥자김동),14163,김강한,통신 및 방송송출 장비 기사,043-973-9500,ogim@live.com,eunjeongi,192.168.125.193,3527064537868345,1974-12-31,32,6.46,819388,211,9907
898,0009ead9db4a3f4710701bcb580cbfee3feb7901bb1c32e2f6703ef9e289451a,강정웅,경상남도 서산시 가락로,80273,김배김,기타 건설관련 기능 종사원,044-209-8330,hyeonugim@coeigim.com,gimgyeongsu,10.111.159.237,377389530921479,1987-05-07,79,1.58071096012,935944,509,3560,898,강정웅,경상남도 서산시 가락로,80273,김배김,기타 건설관련 기능 종사원,044-209-8330,hyeonugim@coeigim.com,gimgyeongsu,10.111.159.237,377389530921479,1987-05-07,79,1.58071096012,935944,509,3560
899,e9d0332aeb96b9e5c4744a9a65747744206eafcdbface01e4fd2037c96d8b490,이현우,충청남도 예산군 석촌호수가 (광수김동),53102,주식회사 양,법률관련 사무원,02-9426-7086,eunji96@live.com,seongmin29,172.24.252.250,60410260933,1978-07-06,45,1.5568864,576657,64,1825,899,이현우,충청남도 예산군 석촌호수가 (광수김동),53102,주식회사 양,법률관련 사무원,02-9426-7086,eunji96@live.com,seongmin29,172.24.252.250,60410260933,1978-07-06,45,1.5568864,576657,64,1825
900,e3f197ff0a3236a39f0fb97ae49e82ae7af65418e6887cbf52fef2b477f097a0,김상현,대전광역시 강동구 석촌호수9로 (영희한김동),59695,주식회사 류박강,직조기 및 편직기 조작원,061-609-3038,simjeongho@yuhanhoesa.com,seongsui,172.27.221.96,2262407938061450,2018-05-05,59,1.70233409,174813,999,4341,900,김상현,대전광역시 강동구 석촌호수9로 (영희한김동),59695,주식회사 류박강,직조기 및 편직기 조작원,061-609-3038,simjeongho@yuhanhoesa.com,seongsui,172.27.221.96,2262407938061450,2018-05-05,59,1.70233409,174813,999,4341
901,7c74facdb58cacc48b1003740aaebaaae5624a59946a36562bb9d45584ebfa35,성미영,강원도 고성군 영동대61길,3858,유한회사 이허김,가스/에너지 기술자 및 연구원,052-780-4119,qi@hanmail.net,eunseogim,172.17.181.33,4369420255650,1984-09-26,70,2.88939995926297,912217,792,908,901,성미영,강원도 고성군 영동대61길,3858,유한회사 이허김,가스/에너지 기술자 및 연구원,052-780-4119,qi@hanmail.net,eunseogim,172.17.181.33,4369420255650,1984-09-26,70,2.88939995926297,912217,792,908
902,cde613277532074f2a57d1447545284552147ee4a9d4e8fdebccff2c8e119839,곽은영,전라남도 성남시 분당구 잠실84가,87843,이안송,여행 및 관광통역 안내원,018-832-8295,yeongsig96@daum.net,cgim,192.168.107.29,3578171146056846,2011-05-12,93,1.279,551353,27,6960,902,곽은영,전라남도 성남시 분당구 잠실84가,87843,이안송,여행 및 관광통역 안내원,018-832-8295,yeongsig96@daum.net,cgim,192.168.107.29,3578171146056846,2011-05-12,93,1.279,551353,27,6960
903,d20d44a4c5ec4e87c9a8d51b73e67228fa59c7933082f458d90739e1091a164a,장준영,부산광역시 서대문구 역삼로 (은경김한읍),5251,주식회사 김김김,주방 보조원,011-158-2692,igim@yu.com,jjeon,172.29.50.200,4826443286772,2012-11-24,40,6.1,478298,854,4022,903,장준영,부산광역시 서대문구 역삼로 (은경김한읍),5251,주식회사 김김김,주방 보조원,011-158-2692,igim@yu.com,jjeon,172.29.50.200,4826443286772,2012-11-24,40,6.1,478298,854,4022
