IDX,name,address,postcode,company,job,phone_number,email,user_name,ip_address,credit_card_number,date,total_int,total_float,total_int1,total_int2,total_int3
772,정경자,전라북도 가평군 양재천63가 (정식이리),41493,최이,전자 부품 및 제품 제조 기계조작원,043-656-3447,dca@gimnam.kr,gyeongsug63,192.168.219.31,344437427692586,1970-04-06,2,6.588183789,172852,830,4938
773,이은영,대구광역시 은평구 서초중앙가,67258,유한회사 김우김,정부 및 공공 행정 전문가,02-2364-0818,ijunho@hancoe.com,ihyeonjun,192.168.92.193,4071654754472439,1981-04-03,98,1.8,56533,27,1105
774,문지훈,강원도 고양시 가락가 (지영이면),02192,최백,자동차 조립원,054-322-2192,hyang@nate.com,eunseo39,10.152.26.237,4870355270821116,1970-01-30,34,3.350763,167070,459,4553
775,김성현,인천광역시 강서구 도산대거리,95345,최오,손해사정인,051-529-0610,seongsugim@seogim.com,misugson,172.27.27.9,4420231163386001,1997-04-13,7,8.937245257873,217318,598,1457
776,권명숙,광주광역시 광진구 압구정577로 (민수백오마을),64555,(주) 최,대학 시간강사,070-7131-5836,yi@yu.net,hyeonsug07,10.136.242.254,38061920295670,1998-04-13,18,2.4317715918,189221,930,1181
777,고예진,전라북도 태안군 도산대로,96372,유한회사 고김박,전기 부품 및 제품제조 기계조작원,018-203-6569,misug90@hotmail.com,songyeongsu,172.29.79.65,4138597512678513166,1996-06-26,34,6.89275891732,810685,211,5773
778,김하은,제주특별자치도 동해시 오금거리,22031,권박안,금속기계부품 조립원,032-992-8981,xyun@hanmail.net,seonghungim,192.168.241.173,213128284598010,1985-03-20,11,6.25256443049,195105,677,1344
779,이정숙,강원도 부천시 개포880길 (종수진송마을),31370,(주) 김차김,경영지원 관리자,018-148-7282,jongsu98@yuhanhoesa.com,ui,172.18.234.30,213193148780725,2013-06-23,80,3.1,746814,734,6654
780,이정남,경상남도 강릉시 압구정49길,25533,(주) 이,국악 및 전통예능인,070-0690-7848,hyeonui@live.com,njin,10.205.137.190,4210473934243566,1994-03-16,63,7.93003488691,425604,657,9729
781,양민준,경기도 동두천시 도산대850거리,04908,이황,손해사정인,054-594-1120,goyeweon@live.com,byeongceol96,10.119.38.149,213129344869086,2001-10-11,70,3.863091,195585,345,7702
782,박옥자,울산광역시 송파구 봉은사371로,82509,(주) 김,도금 및 금속분무기 조작원,031-931-0964,seojunjang@hotmail.com,minseoggim,192.168.124.104,6011717618641263,2009-02-04,8,7.7522584296,869971,221,4950
783,심상호,충청남도 성남시 분당구 개포43가,97522,한강,단열공,042-654-6437,yeonghwancoe@live.com,obag,10.29.252.131,30279065368221,1972-01-31,8,4.59383779324,374124,484,9630
784,이도윤,대전광역시 용산구 도산대1거리,11029,유한회사 심김박,기타 제조관련 기계 조작원,061-650-1231,eunji37@hanmail.net,ijang,172.28.13.234,675998674013,2000-04-19,33,4.382540088571,369212,932,2756
785,이예원,경상남도 태백시 테헤란가 (혜진서주마을),99330,주식회사 한,타이어 및 고무제품 생산기 조작원,016-558-9255,rmun@ju.com,minsu57,192.168.197.108,4734057988103623,2000-07-04,50,4.34,433155,270,6152
786,이도현,인천광역시 강남구 백제고분거리 (서윤이장리),30716,유한회사 김,의무기록사,02-3716-4351,myeongsug79@gangnamcoe.net,yeongsun42,10.135.150.193,4081048436784986651,1973-10-03,99,2.49053068389504,404112,687,9421
787,김지은,충청북도 영월군 학동225길,47906,(유) 홍,제관기 조작원,042-843-0793,seunghyeoni@songang.org,gyeongjamun,10.100.167.3,6011620301017512,1973-08-30,96,3.57,303711,817,441
788,김지훈,강원도 양구군 서초대길,69509,김김,마술사 및 기타 문화/ 예술 관련 종사자,042-041-1711,ieunji@nate.com,ri,192.168.229.252,2290537162931824,1988-09-10,94,8.1313328968177,960255,352,5641
789,박은서,경기도 용인시 백제고분451로,73677,유한회사 김김전,사회복지사,041-407-7285,igyeongsug@yuhanhoesa.kr,yyun,192.168.92.23,349324191509367,1996-03-30,18,5.976,243079,272,2167
790,김준영,경상북도 성남시 분당구 영동대가 (동현권서리),92665,권박,선박 갑판승무원 및 관련 종사원,051-995-2748,jangjiu@live.com,jihyeon97,10.158.64.85,584287861341,1973-07-28,29,3.7,27856,761,2645
791,이병철,충청북도 당진시 선릉거리 (보람김서리),24421,주식회사 이,공업기계 설치 및 정비원,042-038-7714,byeongceolbag@naver.com,jeongsu40,172.29.208.95,4443332276714,1994-11-14,18,6.4834970225656,609637,403,3756
792,이수빈,부산광역시 동작구 압구정길,93243,(유) 윤강고,곡식작물 재배원,053-887-8036,jangjihu@sonhong.org,imsangceol,192.168.110.84,2646373055640509,1985-10-11,39,2.99,485910,67,2228
793,최은지,경상남도 포천시 반포대5길 (정수정김면),97308,손김박,자동차 영업원,041-213-3284,di@dreamwiz.com,eunjeong66,10.7.168.89,4353922488391145,1997-07-28,62,4.6811082079933,246575,118,4963
794,엄민수,울산광역시 양천구 논현2로 (은정배이동),42108,주식회사 김,기타 제조관련 기계 조작원,017-848-6440,jinhoan@igim.com,jeongsugim,10.50.216.135,2265811663595839,1971-09-17,28,8.6437758,882451,419,1485
795,구현주,경기도 양구군 개포로,17360,유한회사 이이송,기타 주방장 및 조리사,062-049-7516,yunseonghyeon@naver.com,jeonghyi06,192.168.182.65,375449647374426,2010-07-16,43,2.8482769,334384,381,8450
796,이정호,세종특별자치시 광진구 도산대8가,40488,이김,금형원,017-344-5763,zcoe@gimyun.net,hyejinyun,10.66.69.69,4847283381313858,1980-05-29,24,7.1845460868706,843424,290,497
797,김광수,경기도 용인시 수지구 오금90로 (서영노윤면),22083,김류김,패션 디자이너,054-415-4903,gimjiweon@hanmail.net,tryu,192.168.242.192,30292462227874,2000-11-11,61,8.8518360826,696228,21,860
798,이승현,인천광역시 노원구 논현길,99248,김노김,판금원,052-414-7572,ijeongung@dreamwiz.com,hyeonsug33,192.168.173.230,060436016327,2020-11-18,97,8.23916703,498341,322,9124
799,이정희,경상남도 홍천군 서초대가,95179,유한회사 이,악기제조 및 조율사,032-045-6238,isangho@dreamwiz.com,yeonghwan68,10.52.144.251,3546105355578289,1992-11-10,22,1.2,497843,41,6700
800,나정자,서울특별시 강북구 서초대로 (예준장리),81619,김문,관세행정 사무원,043-188-3691,pcoe@jeongimgim.org,gimminjun,172.23.135.41,4434328040226155438,1982-03-18,51,3.7606,967090,504,6596
801,강재현,경기도 안양시 동안구 학동길,98563,이김,의복/가죽 및 모피 수선원,02-8353-0963,jinhoi@gmail.com,yeongmi88,10.251.75.210,3598202606506008,1995-09-06,79,3.64407,442120,241,5086
802,김준영,충청남도 수원시 팔달구 반포대727로,94136,주식회사 최,방사선사,063-253-7967,heoeunyeong@jubag.kr,junyeonghan,10.238.95.70,4982678684597641,2000-04-17,72,7.11938643,943966,371,1078
803,이승민,경상남도 여주시 양재천85로 (하은하김동),35081,김윤,화가 및 조각가,052-383-1650,qgim@simgim.net,bim,172.24.209.199,3555768536168979,2015-07-28,8,4.94948,332716,642,4653
804,정정숙,충청북도 철원군 선릉5거리,83864,주식회사 박김조,기타 배달원,019-517-0550,kbag@igim.com,bagjeongung,192.168.21.194,213138486645253,1994-03-23,53,2.235284864915,426332,782,7600
805,김은정,경상북도 성남시 분당구 강남대440로,38235,박윤,세무사,051-814-1162,seonyeonggim@jusighoesa.com,ai,10.116.193.32,4700446765325669647,2005-10-23,56,3.480593509,750895,133,8620
806,윤은서,충청북도 논산시 양재천로 (시우오이동),25208,(주) 이,건설 및 광업 관련 관리자,070-2653-3918,pbag@coegim.com,jeongsuni,172.28.187.85,4169222729906,1999-03-18,72,2.66173483805147,63807,683,9861
807,김준혁,전라북도 단양군 선릉로 (숙자이이동),05422,이김,감독 및 기술감독,051-867-7512,bagyeongja@daum.net,egim,192.168.106.162,4440386031128583,2014-06-09,85,3.30257796952,57693,295,3454
808,김상철,부산광역시 중구 오금18로 (정웅이면),71865,유한회사 최남안,컴퓨터 강사,017-991-9146,gyeongsujang@yu.kr,eseo,10.33.71.220,372810110384767,1994-05-31,53,4.5572087518,659494,185,7594
809,박은지,경상남도 화천군 압구정55거리,95624,주식회사 손엄이,화학공학 시험원,042-551-7509,sjeong@live.com,seongho38,192.168.79.238,4028766341614531,2012-01-22,93,2.407123,726432,151,2828
810,홍숙자,서울특별시 강서구 영동대259거리 (광수박김리),72734,(주) 손,기타 금융 및 보험 관련 전문가,052-992-2184,yeonghwan01@jusighoesa.com,yeonghyi17,10.151.170.233,2282460727235609,1977-01-31,49,2.2,283024,729,4488
811,박시우,경기도 보은군 서초중앙길 (지후강김리),31624,송송,귀금속 및 보석 세공원,018-556-8670,sbag@hotmail.com,jeongsuhwang,172.23.217.202,4037520357029,1977-03-25,44,2.65176214928052,493572,71,2441
812,정성수,광주광역시 동구 삼성2가,47549,주식회사 황,전기/전자 부품 및 제품 조립원,062-335-2748,jiweon50@jinbaggang.com,isangceol,172.26.217.147,343368433762009,2000-05-26,71,6.9,688398,280,1224
813,손민준,강원도 충주시 백제고분556길,09918,(유) 이문김,영상 및 관련 장비 설치 및 수리원,011-863-0096,junyeong34@nate.com,sgweon,192.168.191.215,4301056965823492918,1977-02-19,57,4.79103193969218,467794,568,1603
814,서진우,세종특별자치시 강남구 양재천9거리,49497,(주) 이김이,기타 석유 및 화학물 가공장치 조작원,061-042-4345,seongho74@yu.net,gimjunho,192.168.221.172,30373991672986,1976-02-05,17,5.6108,833322,661,3374
815,전옥자,충청남도 용인시 처인구 선릉로,65578,주식회사 한,항공기 객실승무원,044-380-5049,rgim@ryuyun.com,gimeunyeong,192.168.173.7,3586623951798870,1972-01-19,38,5.2,302354,624,2338
816,최지연,부산광역시 노원구 가락거리 (예원이면),54628,(주) 이,농림어업관련 단순 종사원,051-668-4405,jiaseong@daum.net,jiweoni,172.18.96.233,3592114895054481,2017-08-22,63,4.5919,699661,649,2813
817,이정남,전라남도 양양군 도산대2로,88107,(유) 김,사회복지사,031-823-1068,ogjai@dreamwiz.com,seoyeongbag,192.168.61.221,341621830485844,1999-01-20,75,3.25253601,654241,146,6761
818,박명숙,광주광역시 양천구 역삼0거리 (영철강마을),16408,김윤,농림어업관련 단순 종사원,064-771-2486,ri@dreamwiz.com,qgim,192.168.186.139,6512288799883367,2015-05-21,32,3.186425614,334021,663,4308
819,이정호,서울특별시 서구 가락로 (성진노나리),55724,(유) 임김김,지휘자/작곡가 및 연주가,018-190-9186,hanminji@hanmail.net,minseogi,192.168.108.240,4715059980779492372,2004-07-31,28,4.5941,339021,779,800
820,고경수,대전광역시 강서구 학동71길,64014,윤김,전문 의사,062-259-1211,no@daum.net,joareum,10.125.124.22,30291594646357,1979-09-07,97,7.38,168973,57,2072
821,백민준,인천광역시 강북구 오금길 (유진최강면),90677,이김이,작가 및 관련 전문가,019-536-4826,jangminseog@ju.com,qi,172.23.51.20,2720483985117723,2016-05-23,48,5.6,27535,292,2265
822,김선영,강원도 괴산군 가락8로,84345,(유) 류,환경공학 기술자 및 연구원,064-792-5100,eunjugim@ibag.com,obag,192.168.137.0,6570817500955103,1985-11-30,46,4.910099890102,928768,334,115
823,이성진,부산광역시 동작구 봉은사로,01594,김주,기타 기능관련 종사원,053-512-3754,jiweonbag@live.com,gimjiweon,172.24.46.160,4339644271304,1997-03-06,32,8.359708203479,336916,483,5843
824,백경숙,세종특별자치시 강북구 삼성490로 (동현김장면),71039,송김,고객 상담 및 모니터 요원,016-509-4028,hyeonjuyang@live.com,jeongho89,192.168.40.23,180087594177569,1982-04-28,93,4.99735718,54795,249,885
825,이정남,울산광역시 서구 양재천109거리 (영미손김마을),13788,안지나,제관원,062-271-2374,hyeonu51@yungangbaeg.net,jiu63,192.168.2.22,4390581026920040,1973-09-16,59,6.531386,922007,307,6698
826,김성민,울산광역시 관악구 반포대거리,96383,유한회사 윤,컴퓨터 보안 전문가,042-062-7528,xgang@dreamwiz.com,seohyeon52,10.80.170.146,3545709306318371,1974-01-12,90,2.775826725396,993241,62,1392
827,허재현,전라남도 용인시 반포대로 (중수윤강동),36818,장황박,상품기획 전문가,010-7549-0816,minsunam@yuhanhoesa.kr,coeogsun,172.17.73.106,3537140972770473,2011-01-01,9,6.97875949389295,317728,499,3960
828,이정숙,서울특별시 남구 서초대로 (동현김동),95340,한이김,변리사,031-178-1792,baegjeongsun@yu.com,nbag,10.133.203.197,4912386954954,2013-03-05,17,8.6,275878,468,2828
829,서현숙,제주특별자치도 안산시 강남대로 (예원김읍),10212,이박이,기타 전기/전자기기 설치 및 수리원,011-820-0485,jihu94@yuhanhoesa.com,mijeong11,10.99.113.68,4110784516260013,2017-07-20,32,5.416280008,442111,161,1032
830,이미정,전라북도 김포시 역삼가 (민석오동),26446,허김김,주조기 조작원,010-5006-8984,seongho06@jusighoesa.com,qgweon,192.168.146.76,342581674126871,1970-09-03,12,1.867,989955,355,2171
831,이은주,경상북도 고양시 일산서구 학동46길 (채원김김동),51841,(주) 이이김,간호사,010-0038-9332,hyejin85@sino.kr,dbag,172.26.104.49,4942703519164,1977-07-20,74,5.678496531419,558188,263,3030
832,지정순,전라북도 이천시 백제고분가,63064,(유) 강,치과위생사,044-126-8349,ieungyeong@gmail.com,seungminryu,192.168.143.79,4590627447667455036,1985-12-02,66,2.61574998485,259609,327,2275
833,김숙자,제주특별자치도 수원시 영통구 도산대3길,62978,유한회사 권최조,상품 대여원,011-653-4365,bagyeongja@gmail.com,ogsun01,172.22.128.245,341515073246295,2021-02-03,55,3.4134133,686948,577,9072
834,강성수,대구광역시 종로구 논현로 (영철황동),62959,이이강,네트워크시스템 개발자,070-5655-4664,hyeonji25@hanmail.net,yejin54,10.144.190.83,36990519570287,2004-12-18,70,2.40950703,508786,846,6113
835,김은서,인천광역시 서초구 봉은사213가 (성호서읍),63082,장류윤,공업기계 설치 및 정비원,044-584-2660,geonu33@yungimi.kr,scoe,10.104.231.97,213153127406023,1974-09-04,48,2.87403,724968,813,234
836,김도현,충청북도 안양시 도산대3거리 (숙자김강면),05318,김김,숙박/여행/오락 및 스포츠 관련 관리자,041-284-0322,junhyeog70@yu.kr,uo,172.18.19.213,3567880283703365,2009-05-05,10,8.8545967203,17586,837,6744
837,김은정,전라북도 부천시 소사구 석촌호수거리,27365,노서,기타 목재 및 종이 관련 기계조작원,019-677-4595,yangminjun@dreamwiz.com,coejinho,192.168.43.98,4808070432364510,2015-03-16,71,8.3613610046652,494079,121,1957
838,박정순,강원도 청주시 상당구 도산대31길,45247,(유) 박,자연과학 연구원,019-687-0242,jihyeon67@jusighoesa.org,gimcaeweon,10.114.208.119,3521626124878535,1974-05-14,28,1.594394,496833,642,9383
839,고민서,광주광역시 북구 봉은사3가,15982,노이,가축 사육 종사원,017-438-6879,bagyeeun@hotmail.com,jihyegim,192.168.25.20,2562925141188742,1983-05-09,16,2.998387086,881367,626,830
840,박정자,충청남도 태안군 테헤란길 (성현김리),15526,윤김,선박 갑판승무원 및 관련 종사원,010-0825-2243,ro@live.com,ocaeweon,10.16.14.87,3513141349180774,1998-02-24,52,7.806,262413,962,1022
841,나정순,서울특별시 서초구 봉은사거리 (재현김김읍),30395,이박노,운송 사무원,032-249-2888,hyejinmun@jusighoesa.kr,gimyeongil,172.23.220.81,6011737684571574,1986-03-31,84,6.61,83135,959,2833
842,이진호,울산광역시 강동구 백제고분가 (미영황윤면),68508,고이강,관세사,016-078-3367,seonyeonghong@gmail.com,bagjieun,172.26.90.113,213155053773714,2016-07-28,80,3.5391191,111394,326,9510
843,김상현,대구광역시 도봉구 석촌호수길,45370,김류배,기타 식품가공관련 기계조작원,061-068-0944,seongminbag@hotmail.com,seongmingang,192.168.121.176,3529108774799743,2009-03-13,39,5.25366141332222,183258,213,1541
844,나정남,대구광역시 은평구 압구정893로 (경숙장리),89898,(주) 윤,간병인,061-219-7580,myeongja29@dreamwiz.com,kbaeg,192.168.22.255,370606251834236,1978-08-09,44,1.5029165556,177482,429,1521
845,박영환,부산광역시 도봉구 압구정7가,18566,유한회사 노,매장계산원 및 요금정산원,070-1124-9333,eungyeonggim@live.com,seoyujin,10.218.199.161,347411850039505,2020-12-26,52,2.74050899,636410,617,8100
846,김숙자,충청북도 수원시 영통구 백제고분53길 (승현이서마을),34468,윤곽,도배공 및 유리 부착원,032-749-4446,yeongsubag@dreamwiz.com,caeweon68,10.251.12.153,4477664381396361559,2005-12-12,74,3.92208562,779044,406,7641
847,장도윤,부산광역시 강북구 선릉6길,82938,한박,떡제조원,053-753-0577,mgim@dreamwiz.com,tbag,10.93.45.212,2308866002334653,1979-01-11,1,8.690639271561,464711,89,2771
848,김영길,충청남도 안산시 상록구 오금가 (은지이백마을),90373,유한회사 고성장,기타 스포츠 및 레크레이션 관련 전문가,054-806-2169,gyeongsugim@dreamwiz.com,zbag,10.115.215.195,6569709767805415,1980-11-21,62,8.1485,838428,310,4264
849,강채원,강원도 청주시 서원구 양재천33길,15539,박김,생명과학 시험원,018-348-0395,hyeonsug89@dreamwiz.com,agim,192.168.97.164,30402523298216,1974-07-22,77,2.430392856435,794158,496,4463
850,박영호,경상북도 화성시 도산대678거리 (지민김동),13627,유한회사 김,통신 및 방송송출 장비 기사,044-124-9126,gwangsu96@gimgimhwang.org,gimdonghyeon,192.168.129.69,346386687302006,2011-10-28,90,6.58673,426545,956,3423
851,박정순,경상북도 서천군 선릉가,81861,김이김,건축 목공,031-294-8404,minsu56@yuhanhoesa.org,simjaeho,10.151.206.198,2299400776063248,2014-02-23,71,1.926,785942,657,4460
852,윤경수,전라남도 천안시 서북구 학동80길 (순자배동),25881,주식회사 조김박,숙박/여행/오락 및 스포츠 관련 관리자,031-517-1300,kseo@jeongbag.com,gimyunseo,172.17.38.237,4829874935883552,2017-04-24,62,7.9,654561,696,6084
853,박지우,부산광역시 금천구 도산대로 (도현김진리),43675,이김,문화/예술/디자인 및 영상관련 관리자,041-543-6121,seungmin52@baei.kr,yeonggil33,10.222.237.115,676162157496,1996-06-25,26,7.2792862596,324127,99,2224
854,홍건우,대구광역시 구로구 강남대로,00115,박김김,사회과학 연구원,010-5658-3371,geonugim@jusighoesa.com,eunyeong42,172.28.130.29,36557139340795,2020-11-15,31,1.538355569414,564054,545,9139
855,김아름,세종특별자치시 구로구 백제고분642길,76248,유한회사 윤,물리 및 작업 치료사,017-739-8215,qi@iim.net,minjae87,192.168.193.54,676379385633,1970-09-01,25,2.299529084625,193200,463,9917
856,권영길,강원도 양양군 백제고분05로,34910,(유) 강양김,영관급 이상,011-908-9003,bagmiyeong@jeoni.org,misug40,192.168.173.56,6011659944556643,1982-09-18,68,3.9,515665,844,2272
857,김민준,충청북도 고양시 일산서구 논현5길,79520,주식회사 이,식품/섬유 공학 및 에너지 시험원,044-585-0094,zo@baghanhwang.kr,jaehyeon31,192.168.201.66,180027011746059,1999-08-31,60,5.51538443261,138223,426,2367
858,김현주,대구광역시 도봉구 서초대298로 (윤서김동),00684,강송,수의사,041-584-0034,rcoe@jusighoesa.org,jungsu34,10.32.167.140,4822308034371679,2006-03-31,20,6.24,539609,624,7868
859,김서영,울산광역시 금천구 삼성가,55994,유한회사 최김김,조적공 및 석재 부설원,053-951-7415,kbag@gmail.com,ogjagweon,172.31.139.152,2253559241957187,1970-10-08,61,1.4,160060,21,2864
860,최지민,충청남도 춘천시 도산대70거리,82976,(유) 안이강,금속가공관련 제어장치 조작원,051-720-5735,bagjia@nate.com,jeongsun72,172.25.68.249,6011777639499984,2015-05-14,62,6.623295221695,592185,442,7406
861,이광수,경기도 용인시 기흥구 석촌호수가 (종수이읍),20993,엄박양,의지보조기기사,044-923-1560,hanjihun@live.com,seonghun80,10.167.118.176,501828167830,1999-10-22,13,6.6677658271996,255375,465,7559
862,이미숙,세종특별자치시 금천구 석촌호수로,43878,주식회사 최,제분 및 도정 관련 기계 조작원,019-814-6631,hyeonsug20@hanmail.net,mcoe,172.24.17.81,4355583720042090,1984-03-03,48,8.849017775,453949,650,9526
863,김영미,대전광역시 노원구 선릉로 (경숙김면),63197,박손이,시민 단체 활동가,019-733-7177,janggwangsu@nate.com,subin00,192.168.211.150,3511974043233172,1985-11-23,25,6.9581,785671,640,3935
864,임지민,대전광역시 중구 개포717로,52218,유한회사 이우윤,세무사,010-2949-3738,bbag@daum.net,hanhyejin,10.218.59.189,6011383038813824,1994-01-08,31,6.7399751,205194,684,5124
865,김민준,광주광역시 중랑구 서초중앙0가 (영진김김면),40348,문이김,도금 및 금속분무기 조작원,033-897-8240,gimjia@hanmail.net,yeonghyi46,10.1.187.10,3583278710518078,2011-03-24,83,5.557933208,189500,275,7808
866,윤은주,전라남도 연천군 석촌호수7로 (순옥박면),66009,고이주,경호원,031-115-2822,hyeonsugi@hotmail.com,di,192.168.206.144,4972753666664032,1996-01-24,9,4.630926,704007,560,6898
867,김미경,경상북도 진천군 석촌호수가,25265,배이,직조기 및 편직기 조작원,032-810-0871,sgweon@hanmail.net,gimgyeongja,172.30.199.14,3595773344594467,1976-12-11,34,7.86,928118,422,6541
868,김예진,부산광역시 강동구 봉은사306로,60231,진홍양,육류/어패류 및 낙농품 가공 기계조작원,054-138-7838,yeongjincoe@hotmail.com,jeonghun38,192.168.12.139,2299529438307831,2014-01-02,8,8.278,369672,376,4207
869,류지우,서울특별시 구로구 영동대351가 (예원박읍),11120,이박장,미장공,017-097-3851,seonghun70@gimgimi.org,mijeong60,10.173.60.184,3588410191560460,1972-07-05,62,3.81,381200,831,3199
870,김은정,대전광역시 성동구 역삼67가,99361,(유) 오문이,건설 배관공,070-5352-0326,tna@hotmail.com,jungsubae,10.98.191.67,4200114493606,2000-11-22,61,4.4371159296,921551,330,4086
871,오영일,강원도 양주시 가락길,51010,(유) 오,기타 종교관련 종사자,02-0515-3038,dohyeon07@yuncoe.com,haeunmun,192.168.67.190,377508885659125,1981-10-14,74,1.4511313220798,761803,221,2341
872,하명자,경상북도 성남시 분당구 양재천80로 (은지김리),64134,(주) 이김남,시각 디자이너,018-532-9249,zgim@naver.com,gimminseog,172.17.87.115,2412426718438455,2008-10-10,32,6.218968,359895,743,2921
873,심명숙,대구광역시 도봉구 석촌호수26길,39746,오이이,바텐더,070-4805-6784,bagmisug@daum.net,nbag,192.168.182.245,4939455858147655985,2010-01-04,70,1.673136,528531,865,4401
874,박성수,대전광역시 송파구 강남대가 (지훈최읍),40527,유한회사 김박이,석유 및 천연가스제조 관련 제어장치 조작원,042-213-3816,gimjeongsig@jusighoesa.com,ogim,172.16.156.232,213177151571063,1983-06-05,36,4.17019295680302,462047,70,4783
875,성지우,광주광역시 송파구 가락로,51165,최이,일반 의사,070-0758-7654,ugweon@yuhanhoesa.org,eomjinho,192.168.127.233,4279620315520180,1979-03-09,7,4.631,828276,156,5873
876,노채원,세종특별자치시 영등포구 영동대가 (서준김최읍),44518,주식회사 김김김,식품공학 기술자 및 연구원,044-229-6409,juweon22@ju.kr,sanghun41,10.6.89.237,4078612548725549,1976-01-13,46,8.88,550966,741,6351
877,최명자,세종특별자치시 중구 서초대로,65272,(유) 황장진,기타 운송장비 정비원,010-9497-9330,seoyeongmi@iihan.kr,baegseoyeong,192.168.189.195,4652013517119,2014-08-15,23,2.364,451340,780,540
878,강명숙,서울특별시 영등포구 학동677로 (경숙고리),46601,최이이,화물차 및 특수차 운전원,010-1645-6944,eungyeong17@yu.net,baegyeongceol,10.5.35.245,503823148898,1997-11-30,97,1.83015853343,438716,791,3543
879,정영진,광주광역시 강서구 선릉가,38492,유한회사 민,노점 및 이동 판매원,018-412-8636,iboram@gimbag.com,jeongsun99,10.98.88.212,503836615321,2009-12-24,46,8.21121229,677942,676,9677
880,송정희,전라북도 양평군 잠실05로,19308,(유) 황,웹 및 멀티미디어 디자이너,033-750-4850,fcoe@yuhanhoesa.net,yujingweon,192.168.104.39,3548964307326587,1986-03-10,21,6.61788091,34409,54,3041
881,성유진,대구광역시 서구 압구정9거리,39392,구최,환경/청소 및 경비 관련 관리자,070-4982-0178,gweoneunseo@yu.org,bagjiweon,172.18.59.68,4523935362206473,1983-01-01,60,8.601,723898,693,6856
882,이민재,제주특별자치도 삼척시 봉은사로 (서현이마을),71049,(유) 박,조경원,019-197-4656,sgim@daum.net,haeunbag,192.168.14.18,341750994188223,1972-12-24,1,7.38599,367454,577,7142
883,박옥자,경기도 증평군 테헤란93가,71551,곽오,양장 및 양복 제조원,051-459-2236,jeongja17@jusighoesa.com,eunjeong45,172.18.249.248,36021127738031,2019-05-15,41,1.70530094,567398,446,9306
884,서정호,세종특별자치시 성북구 양재천54로,27246,곽진,무역 사무원,064-757-5584,sunogan@jusighoesa.kr,hayun08,10.131.222.27,4678434077769507412,2015-09-09,35,5.510172002933,362665,243,9456
885,김영순,전라남도 춘천시 서초중앙로 (성호안홍읍),20050,윤고,광석 및 석제품 가공기 조작원,044-603-7781,coeeunju@hotmail.com,gwangsu13,192.168.201.117,3525079874357928,1980-06-09,49,3.8465963753907,868284,953,9238
886,박재현,충청북도 연천군 잠실75길 (준호김읍),55613,이이,가스/에너지 기술자 및 연구원,041-969-4464,qseo@gimgo.com,tyun,10.36.166.93,676386814542,2007-04-17,20,4.23748577103,523179,242,6604
887,정영환,강원도 화성시 압구정거리,87790,(유) 장,손해사정인,02-5044-2852,jihun78@bagii.kr,iyeongsig,172.29.117.46,5466831508109588,1986-06-30,66,8.9294,845439,315,8260
888,조지원,대구광역시 남구 서초대로,95246,(주) 박김조,금속가공 기계조작원,017-566-5144,munhyeonsug@jusighoesa.com,mijeongbag,192.168.127.48,6011941358370087,1977-01-04,13,8.6856056158044,764704,414,6359
889,오정남,제주특별자치도 영월군 역삼406로 (지혜전강마을),38145,주식회사 박배이,판금원,051-221-9091,yeongceoli@naver.com,egim,172.23.128.44,3514009965510260,1983-06-09,48,8.7198,566372,410,8518
890,박성호,세종특별자치시 영등포구 서초중앙길 (진호장읍),01457,(유) 송이김,종이제품 생산기 조작원,064-742-6089,subin45@daum.net,gimjeongja,172.17.173.87,3502420662809778,2007-12-29,92,4.7843447,914343,779,2125
891,오정순,경상남도 고양시 덕양구 학동282가 (춘자김박읍),24663,(주) 김,초등학교 교사,070-7772-1335,ijiyeong@daum.net,gimyeonghyi,172.30.51.184,4824767515603,2004-01-08,82,5.93092,17373,378,2447
892,이정식,세종특별자치시 성동구 서초대거리,36362,주식회사 김김박,해외 영업원,032-710-7660,hayun75@daum.net,myeongsugo,172.23.233.205,213186679845891,1977-05-16,53,4.498,935289,374,9930
893,최영자,인천광역시 강서구 백제고분162길 (동현이윤리),26367,유한회사 이남박,목제품 제조관련 종사원,055-699-3476,eunseo97@ii.com,munyeongil,172.19.36.24,675901883883,2008-04-04,8,3.97686658654312,19658,74,5828
894,권준서,경상북도 홍천군 봉은사70거리 (지현이문읍),60762,이김,감독 및 기술감독,062-985-8347,bagdoyun@hanmail.net,yeongjasim,172.25.114.238,3565999127161689,1989-01-12,86,7.29555455,616409,469,4778
895,이지민,경상남도 오산시 가락가 (성현김면),09130,남차한,영양사,062-983-8901,mgim@iyun.kr,jeongsun74,192.168.184.63,561447309254,1976-12-20,16,2.5941689273465,121500,376,3477
896,김주원,광주광역시 관악구 서초대76길 (춘자김김읍),35081,이이,기타 의복 제조원,043-793-3259,coegyeongsu@ibagi.com,ijeongsig,192.168.125.240,3587385931090773,1990-10-11,43,5.5845462145644,452542,223,9454
897,오지훈,인천광역시 송파구 양재천8거리 (옥자김동),14163,김강한,통신 및 방송송출 장비 기사,043-973-9500,ogim@live.com,eunjeongi,192.168.125.193,3527064537868345,1974-12-31,32,6.46,819388,211,9907
898,강정웅,경상남도 서산시 가락로,80273,김배김,기타 건설관련 기능 종사원,044-209-8330,hyeonugim@coeigim.com,gimgyeongsu,10.111.159.237,377389530921479,1987-05-07,79,1.58071096012,935944,509,3560
